38	"Dam"	"A barrier to check or confine anything in motion; particularly one constructed to hold back water and raise its level to form a reservoir, or to prevent flooding. (IHO Dictionary, S-32, 5th Edition, 1196)"		"ESB"	"DAMCON"	"Geospatial"
39	"Daymark"	"The identifying characteristics of an aid to navigation which serve to facilitate its recognition against a daylight viewing background. On those structures that do not by themselves present an adequate viewing area to be seen at the required distance, the aid is made more visible by affixing a daymark to the structure. A daymark so affixed has a distinctive colour and shape depending on the purpose of the aid. (IHO Dictionary, S-32, 5th Edition, 1248)"		"MFF"	"DAYMAR"	"Geospatial"
40	"Deep water route centreline"	"A deep water route is a route in a designated area, within defined limits, which has been accurately surveyed for clearance of sea bottom and submerged obstacles to a minimum indicated depth of water. (IHO Dictionary, S-32, 5th Edition, 1280)  The deep water route centerline indicates the centerline of a route, the width of which is not explicitly defined. (AML)"		"MFF"	"DWRTCL"	"Geospatial"
41	"Deep water route - part."	"A deep water route is a route in a designated area, within defined limits, which has been accurately surveyed for clearance of sea bottom and submerged obstacles to a minimum indicated depth of water. (IHO Dictionary, S-32, 5th Edition, 1280)"		"MFF"	"DWRTPT"	"Geospatial"
42	"Depth Area"	"Water area containing soundings within a defined range of values permanently at or below sounding datum.  (FACC Ed2.0a A-81)"		"CLB"	"DEPARE"	"Geospatial"
43	"Depth Contour"	"A line connecting points of equal water depth which may be displaced outside of soundings, symbols and other chart detail for clarity as well as generalization.  Depth contours therefore sometimes represent an approximate location of the line of equal depth as related to the surveyed line delineated on the source. (adapted from IHO SP-32 Ed5: 1315)"		"CLB"	"DEPCNT"	"Geospatial"
44	"Distance Mark"	"A distance mark indicates the distance measured from an origin and consists of either a solid visible structure or a distinct location without special installation. Usually found on canals."		"ESB"	"DISMAR"	"Geospatial"
45	"Dock area"	"A dock is an artificially enclosed area within which ships may moor and which may have gates to regulate water level (adapted from IHO Chart Specifications, M-4)."		"MFF"	"DOCARE"	"Geospatial"
46	"Dredged Area"	"An area of the bottom of a body of water which has been deepened by dredging. (IHO Dictionary, S-32, 5th Edition, 1462)"		"MFF"	"DRGARE"	"Geospatial"
47	"Dry dock"	"An artificial basin fitted with a gate or caisson, into which vessels can be floated and the water pumped out to expose the vessel=s bottom. Also called graving dock. (IHO Dictionary, S-32, 5th Edition, 1426)"		"ESB MFF"	"DRYDOC"	"Geospatial"
48	"Dumping Ground"	"A sea area where dredged material or other potentially more harmful material, eg. explosives, chemical waste, is deliberately deposited. (Derived from IHO Chart Specifications, M-4)"		"ESB"	"DMPGRD"	"Geospatial"
49	"Dyke"	"A dyke (or dike) is an artificial embankment to contain or hold back water.(IHO Dictionary, S-32, 5th Edition, 1361)"		"ESB"	"DYKCON"	"Geospatial"
50	"Exclusive Economic Zone"	"An area, not exceeding 200 nautical miles from the baselines from which the breadth of the territorial sea is measured, subject to a specific legal regime established in the United Nations Convention on the Law of the Sea under which the coastal state has certain rights and jurisdiction. (IHO Dictionary, S-32, 5th Edition, 1723) (For legal definition see UNCLOS Article 55-75)"		"RAL"	"EXEZNE"	"Geospatial"
51	"Fairway"	"That part of a river, harbour and so on, where the main navigable channel for vessels of larger size lies. It is also the usual course followed by vessels entering or leaving harbours, called ""ship channel"". (International Maritime Dictionary, 2nd Ed.)"		"MFF"	"FAIRWY"	"Geospatial"
52	"Fence/wall"	"A natural or man-made barrier used as an enclosure or boundary or for protection. (adapted from Digital Geographic Information Working Group, Oct.1987)"		"ESB"	"FNCLNE"	"Geospatial"
53	"Ferry route"	"A route in a body of water where a ferry crosses from one shoreline to another. (DGIWG October 1987)"		"RAL"	"FERYRT"	"Geospatial"
54	"Fishing Zone"	"The offshore zone in which exclusive fishing rights and management are held by the coastal nation. (IHO Dictionary, S-32, 5th Edition, 1816)"		"RAL"	"FSHZNE"	"Geospatial"
55	"Fishing facility"	"A structure in shallow water for fishing purposes which can be an obstruction to ships in general.  The position of these structures may vary frequently over time."		"ESB"	"FSHFAC"	"Geospatial"
56	"Fishing ground"	"A water area in which fishing is frequently carried on. (IHO Dictionary, S-32, 5th Edition, 1814)"		"MFF"	"FSHGRD"	"Geospatial"
57	"Floating Dock"	"A form of dry dock consisting of a floating structure of one or more sections which can be partly submerged by controlled flooding to receive a vessel, then raised by pumping out the water so that the vessel's bottom can be exposed. (IHO Dictionary, S-32, 5th Edition, 1427)"		"MFF,ESB"	"FLODOC"	"Geospatial"
58	"Fog Signal"	"A warning signal transmitted by a vessel, or aid to navigation, during periods of low visibility. Also, the device producing such a signal. (IHO Dictionary, S-32, 5th Edition, 1890)"		"MFF"	"FOGSIG"	"Geospatial"
59	"Fortified Structure"	"A structure for the military defence of a site (S-57 Annex A, Appendix A, IHO Object Catalogue)"		"ESB"	"FORSTC"	"Geospatial"
60	"Free port area"	"A port where certain import and export duties are waived (unless goods pass into the country) to facilitate reshipment to other countries. (IHO Dictionary, S-32, 5th Edition, 1927)"		"ESB,MFF"	"FRPARE"	"Geospatial"
61	"Gate"	"A structure that may be swung, drawn, or lowered to block an entrance or passageway. (United States Geological Survey, Jan.89)"		"ESB"	"GATCON"	"Geospatial"
62	"Gridiron"	"A structure in the intertidal zone serving as a support for vessels at low stages of the tide to permit work on the exposed portion of the vessel's hull. Also called careening grid. (adapted from IHO Dictionary, S-32, 5th Edition, 649)"		"ESB"	"GRIDRN"	"Geospatial"
63	"Harbour area (administrative)"	"The area over which a harbour authority has jurisdiction."		"MFF"	"HRBARE"	"Geospatial"
64	"Harbour facility"	"A harbour installation with a service or commercial operation of public interest."		"MFF"	"HRBFAC"	"Geospatial"
65	"Hulk"	"A permanently moored ship."		"ESB,MFF"	"HULKES"	"Geospatial"
66	"Ice Area"	"An area of ice over land or water."		"MFF"	"ICEARE"	"Geospatial"
67	"Incineration Area"	"An offshore area officially designated as suitable for the burning of chemical waste by specially equipped ships. (IHO Dictionary, S-32, 5th Edition, 2408)"		"ESB"	"ICNARE"	"Geospatial"
68	"Inshore Traffic Zone"	"A routeing measure comprising a designated area between the landward boundary of a traffic separation scheme and the adjacent coast, to be used in accordance with the provisions of the International Regulations for Preventing Collisions at Sea. (IHO Dictionary, S-32, 5th Edition, 2457)"		"MFF"	"ISTZNE"	"Geospatial"
69	"Lake"	"A large body of water entirely surrounded by land. (IHO Dictionary, S-32, 5th Edition, 2629)"		"ESB MFF"	"LAKARE"	"Geospatial"
71	"Land area"	"The solid portion of the Earth's surface, as opposed to sea, or water. (IHO SP-32: 2635)"		"MFF"	"LNDARE"	"Geospatial"
72	"Land Elevation"	"An elevation is the vertical distance of a point or a level, on, or affixed to, the surface of the earth, measured from a specified vertical datum. (IHO Dictionary, S-32, 5th Edition, 1590)"		"ESB"	"LNDELV"	"Geospatial"
73	"Land Region"	"An area of natural scenery on land. It is defined by its geographical characteristics and may be known by its proper name. (S-57 Annex A, Appendix A, IHO Object Catalogue)"		"ESB"	"LNDRGN"	"Geospatial"
74	"Landmark"	"A prominent object at a fixed location which can be used in determining a location or a direction.  (Adapted from IHO Dictionary, S-32, 5th Edition, 2643)."		"ESB"	"LNDMRK"	"Geospatial"
75	"Light"	"A luminous or lighted aid to navigation.  (Adapted from IHO Dictionary, S-32, 5th Edition, 2766)."		"ESB MFF"	"LIGHTS"	"Geospatial"
76	"Light float"	"A boat-like structure used instead of a light buoy in waters where strong streams or currents are experienced, or when a greater elevation than that of a light buoy is necessary. (IHO Dictionary, S-32, 5th Edition, 2821)."		"MFF"	"LITFLT"	"Geospatial"
77	"Light vessel"	"A distinctively marked vessel anchored or moored at a charted point, to serve as an aid to navigation. By night, it displays a characteristic light(s) and is usually equipped with other devices, such as fog signal, submarine sound signal, and radio beacon, to assist navigation. Also called light ship. (IHO Dictionary, S-32, 5th Edition, 2828,2829)"		"MFF"	"LITVES"	"Geospatial"
78	"Local magnetic anomaly"	"An anomaly of the magnetic field of the earth, extending over a relatively small area, due to local magnetic influences (IHO SP-32: 2874)"		"MFF"	"LOCMAG"	"Geospatial"
79	"Lock basin"	"A lock basin is a wet dock in a waterway, permitting a ship to pass from one level to another. (adapted from IHO Dictionary, S-32, 5th Edition, 2881)"		"MFF"	"LOKBSN"	"Geospatial"
80	"Log Pond"	"A maritime area enclosed with connected floating timbers used as a staging area for sawn logs."		"ESB,MFF"	"LOGPON"	"Geospatial"
81	"Magnetic variation"	"The angle between the magnetic and geographic (true) north at a location, expressed in degrees east or west from the direction of true north."		"MFF"	"MAGVAR"	"Geospatial"
82	"Marine farm/culture"	"An assemblage of cages, nets, rafts, and floats or posts where fish, including shellfish, are artificially cultivated. Also called fish farm. (IHO SP-32: 1811)"		"MFF"	"MARCUL"	"Geospatial"
83	"Military Practice Area"	"An area within which naval, military or aerial exercises are carried out. Also called an exercise area. (adapted from IHO Dictionary, S-32, 5th Edition, 1722)"		"RAL"	"MIPARE"	"Geospatial"
84	"Mooring Facility"	"The equipment or structure used to secure a vessel (adapted from IHO Dictionary, S-32, 5th Edition, 3322)"		"ESB"	"MORFAC"	"Geospatial"
85	"Navigation Line"	"A navigation line is a straight line extending towards an area of navigational interest and generally generated by two navigational aids or one navigational aid and a bearing. (Service Hydrographique et Océanographique de la Marine, France)"		"MFF"	"NAVLNE"	"Geospatial"
86	"Obstruction"	"In marine navigation, anything that hinders or prevents movement, particularly anything that endangers or prevents passage of a vessel. The term is usually used to refer to an isolated danger to navigation. (IHO Dictionary, S-32, 5th Edition, 3503)"		"LBO MFF"	"OBSTRN"	"Geospatial"
87	"Offshore platform"	"A permanent offshore platform, either fixed or floating, used in the production of oil or natural gas. (IHO SP-32: 3895)"		"MFF"	"OFSPLF"	"Geospatial"
88	"Offshore production area"	"An area at sea within which there are production facilities."		"MFF"	"OSPARE"	"Geospatial"
89	"Oil Barrier"	"A construction to dam oil flow on water."		"ESB"	"OILBAR"	"Geospatial"
90	"Pile"	"A long heavy timber or section of steel, wood, concrete, etc. forced into the earth which may serve as a support, as for a pier, or a free standing pole within a marine environment. (Adapted from IHO Dictionary, S-32, 5th Edition, 3840)"		"ESB"	"PILPNT"	"Geospatial"
91	"Pilot Boarding Place"	"The meeting place to which the pilot comes out. (IHO Chart Specifications, M-4)"		"MFF"	"PILBOP"	"Geospatial"
92	"Pipeline Area"	"An area containing one or more pipelines. (S-57 Annex A, Appendix A, IHO Object Catalogue)"		"ESB MFF"	"PIPARE"	"Geospatial"
93	"Pipeline, Overhead"	"An overhead pipeline is a pipeline supported by pylons and passing over or nearby navigable waters (S-57 Annex A, Appendix A, IHO Object Catalogue)"		"ESB"	"PIPOHD"	"Geospatial"
94	"Pipeline, submarine/on land"	"A pipeline is a string of interconnected pipes used for the transport of matter, nowadays mainly oil or gas. (IHO Dictionary, S-32, 5th Edition, 3857)  A submarine or land pipeline is a pipeline lying on or buried under the seabed or the land. (AML)"		"ESB MFF"	"PIPSOL"	"Geospatial"
95	"Pontoon"	"A floating structure, usually rectangular in shape which serves as landing, pier head or bridge support. (IHO Dictionary, S-32, 5th Edition, 3947)"		"MFF"	"PONTON"	"Geospatial"
96	"Precautionary Area"	"A routeing measure comprising an area within defined limits where ships must navigate with particular caution and within which the direction of traffic flow may be recommended. (IHO Dictionary, S-32, 5th Edition, 3982)"		"MFF"	"PRCARE"	"Geospatial"
97	"Production / storage area"	"An installation for the exploitation of natural resources."		"MFF"	"PRDARE"	"Geospatial"
98	"Pylon/bridge support"	"A vertical construction consisting, for example, of a steel framework or pre-stressed concrete to carry cables, a bridge, etc."		"MFF"	"PYLONS"	"Geospatial"
99	"Radar Line"	"A track along which ships may be guided by coastal radar stations in the event of bad visibility. Also known as a radar guided track. (IHO Dictionary, S-32, 5th Edition, 4146)."		"MFF"	"RADLNE"	"Geospatial"
100	"Radar coverage"	"Indicates the coverage of a sea area by a radar surveillance station. Inside this area a vessel may request shore-based radar assistance, particularly in poor visibility."		"RAL"	"RADRNG"	"Geospatial"
101	"Radar Reflector"	"A device capable of, or intended for, reflecting radar signals. (IHO Dictionary, S-32, 5th Edition, 4147). A radar reflector is usually a 'tetrahedron or pentagonal corner reflector (...) to facilitate reflection towards the sender'. (International Maritime Dictionary, 2nd Ed.)"		"MFF"	"RADRFL"	"Geospatial"
102	"Radar station"	"A station with a transmitter emitting pulses of ultra-high frequency radio waves which are reflected by solid objects and are detected upon their return to the sending station. (International Maritime Dictionary, 2nd Ed.)"		"RAL"	"RADSTA"	"Geospatial"
103	"Radar Transponder Beacon"	"A transponder beacon transmitting a coded signal on radar frequency, permitting an interrogating craft to determine the bearing and range of the transponder. Also called racon. (IHO Dictionary, S-32, 5th Edition, 4137)"		"MFF"	"RTPBCN"	"Geospatial"
104	"Reporting/Radio calling-in point"	"A predetermined geographical position, used for route instrument approach definition or progress reporting purposes or to change frequency etc (FACC - GA055 Waypoint/Reporting-Calling In Point)"		"RAL"	"RDOCAL"	"Geospatial"
105	"Radio station"	"A place equipped to transmit radio waves. Such a station may be either stationary or mobile, and may also be provided with a radio receiver. In British terminology, also called w/t station. (IHO Dictionary, S-32, 5th Edition, 4191)"		"RAL"	"RDOSTA"	"Geospatial"
106	"Railway"	"A rail or set of parallel rails on which a train, tram, or rail wagon runs for the conveyance of passengers and/or goods."		"MFF"	"RAILWY"	"Geospatial"
107	"Rapids"	"Portions of a stream with accelerated current where it descends rapidly but without a break in the slope of the bed sufficient to form a waterfall. Usually used in the plural."		"MFF"	"RAPIDS"	"Geospatial"
108	"Recommended Route Centreline"	"A recommended route is a route of undefined width, for the convenience of ships in transit, which is often marked by centerline buoys. (IHO Dictionary, S-32, 5th Edition, 4448)"		"MFF"	"RCRTCL"	"Geospatial"
109	"Recommended Track"	"A track recommended to all or only certain vessels. (IHO Dictionary, S-32, 5th Edition, 5576)"		"MFF"	"RECTRC"	"Geospatial"
110	"Recommended Traffic Lane Part"	"An optional part of an IMO-adopted routing measure.... Several Hydrographic Offices, in consultation with their Ministries of Transport, have added recommended directions in areas such as the outer approaches to major ports in order to show the best routes for crossing traffic or to minimize head-on encounters.(...) (IHO Chart Specifications, M-4)"		"MFF"	"RCTLPT"	"Geospatial"
111	"Rescue station"	"A place at which life saving equipment is held. (IHO Chart  Specifications, M-4)"		"MFF"	"RSCSTA"	"Geospatial"
112	"Restricted Area"	"A specified area designated by an appropriate authority within which navigation is restricted in accordance with certain specified conditions. (adapted from IHO Dictionary, S-32, 5th Edition, 4366)"		"RAL"	"RESARE"	"Geospatial"
113	"Retro-reflector"	"A means of distinguishing unlighted marks at night. Retro-reflective material is secured to the mark in a particular pattern to reflect back light. (Adapted from the UKHO NP735, 5th Edition)."		"MFF"	"RETRFL"	"Geospatial"
114	"River"	"A relatively large natural stream of water IHO Dictionary, S-32, 5th Edition, 4405)"		"ESB"	"RIVERS"	"Geospatial"
115	"River Bank"	"The limit line between the water area of a river and the area of land. (S-57 Annex A, Appendix A, IHO Object Catalogue)"		"ESB"	"RIVBNK"	"Geospatial"
116	"Road"	"A road is an open way for the passage of vehicles (United States Geological Survey, Jan.89)"		"ESB"	"ROADWY"	"Geospatial"
117	"Runway"	"A defined rectangular area, on a land aerodrome, prepared for the landing and take-off run of aircraft along its length. (IHO Dictionary, S-32, 5th Edition, 4465). A site on which helicopters may land and take off. (IHO Dictionary, S-32, 5th Edition, 2232)"		"MFF"	"RUNWAY"	"Geospatial"
119	"Sea Area"	"A geographically defined part of the sea or other navigable waters.  It may be specified within its limits by its proper name (S-57 Annex A, Appendix A, IHO Object Catalogue)"		"ESB CLB MFF"	"SEAARE"	"Geospatial"
120	"Sea-plane Landing Area"	"A designated portion of water for the landing and take-off of sea-planes."		"RAL"	"SPLARE"	"Geospatial"
122	"Shoreline Construction"	"A fixed (not afloat) artificial structure between the water and the land. (S-57 Annex A, Appendix A, IHO Object Catalogue)"		"ESB"	"SLCONS"	"Geospatial"
123	"Signal Station, Traffic"	"A signal station is a place on shore from which signals are made to ships at sea. (IHO Dictionary, S-32, 5th Edition, 4742). Traffic signal stations regulate the movement of traffic. (IHO Chart Specifications, M-4)"		"MFF"	"SISTAT"	"Geospatial"
124	"Signal station, warning"	"A signal station is a place on shore from which signals are made to ships at sea. (IHO Dictionary, S-32, 5th Edition, 4742)"		"MFF"	"SISTAW"	"Geospatial"
125	"Silo / tank"	"An enclosed container, used for storage."		"MFF"	"SILTNK"	"Geospatial"
126	"Slope Topline"	"The upper marking of a slope, e.g. the ridge line or the separation line between two different gradients."		"ESB"	"SLOTOP"	"Geospatial"
127	"Sloping Ground"	"An inclined surface (adapted from IHO Dictionary, S-32, 5th Edition, 4776)."		"ESB"	"SLOGRD"	"Geospatial"
128	"Small craft facility"	"A place at which a service generally of interest to small craft or pleasure boats is available."		"MFF"	"SMCFAC"	"Geospatial"
129	"Sounding"	"Measured or charted depth of water, or the measurement of such a depth (IHO SP-32 Ed5: 4836)"	"In S-57 encoding, the sounding value is stored as the Z value in the SG3D Field Structure."	"CLB"	"SOUNDG"	"Geospatial"
130	"Spring"	"A natural issue of water or other substances from the earth. (IHO Dictionary, S-32, 5th Edition, 4939)"		"MFF"	"SPRING"	"Geospatial"
131	"Square"	"An open area within a built-up area surrounded by roads. (S-57 Appendix A)."		"MFF"	"SQUARE"	"Geospatial"
132	"Territorial Sea Baseline"	"The line from which the outer limits of the territorial sea and certain other outer limits are measured (IHO Dictionary, S-32, 5th Edition, 390) (For legal definition see UNCLOS Article 5,6,7,9,10 & 47)"		"RAL"	"STSLNE"	"Geospatial"
133	"Submarine Transit Lane"	"Lanes for use by submarines making dived transits or requiring to dive on passage (AHP6)"		"RAL"	"SUBTLN"	"Geospatial"
134	"Swept Area"	"An area that has been determined to be clear of navigational dangers to a specified depth (adapted from IHO Dictionary, S-32, 5th Edition, 5248)."		"MFF"	"SWPARE"	"Geospatial"
135	"Territorial Sea Area"	"The territorial sea is a belt of water of a defined breadth but not exceeding 12 nautical miles measured seaward from the territorial sea baseline. (IHO Dictionary, S-32, 5th Edition, 5360) (For legal definition see UNCLOS Article 2-4)"		"RAL"	"TESARE"	"Geospatial"
136	"Tidal stream -harmonic prediction"	"Predicted tidal stream rates may be calculated using parameters (harmonic constituents) and an appropriate harmonic calculation algorithm."		"MFF"	"TS_PRH"	"Geospatial"
137	"Tidal stream - non-harmonic prediction"	"Predicted tidal stream rates may be calculated using time and height differences with respect to a reference station (and associated tidal stream predictions)."		"MFF"	"TS_PNH"	"Geospatial"
138	"Tidal stream panel data"	"Approximate tidal stream rates may be given as discrete rate values at a specified interval before or after a high water."		"MFF"	"TS_PAD"	"Geospatial"
139	"Tidal stream - time series"	"Tidal stream rates over time may be approximated by a series of rate values given at regular time intervals, starting from a specified moment in time."		"MFF"	"TS_TIS"	"Geospatial"
140	"Tide -harmonic prediction"	"Predicted tidal heights may be calculated using parameters (harmonic constituents) and an appropriate harmonic calculation algorithm."		"MFF"	"T_HMON"	"Geospatial"
141	"Tide - non-harmonic prediction"	"Predicted tidal heights may be calculated using time and height differences with respect to a reference port (and associated tidal predictions)."		"MFF"	"T_NHMN"	"Geospatial"
142	"Tide - time series"	"Tidal heights over time may be approximated by a series of rate values given at regular time intervals, starting from a specified moment in time."		"MFF"	"T_TIMS"	"Geospatial"
143	"Tideway"	"A natural water course in intertidal areas where water flows during the ebb or flow. A channel through which a tidal current runs. (IHO Dictionary, S-32, 5th Edition, 5502)"		"ESB"	"TIDEWY"	"Geospatial"
144	"Topmark"	"A characteristic shape secured at the top of a buoy or beacon to aid in its identification. (IHO Dictionary, S-32, 5th Edition, 5548)"		"MFF"	"TOPMAR"	"Geospatial"
