122	4	"Anchorage Area"	"Producing Country"		"Optional"	"Generic"
124	4	"Anchorage Area"	"Reference to a Publication"		"Optional"	"Generic"
128	4	"Anchorage Area"	"Capture Date"		"Optional"	"Generic"
133	4	"Anchorage Area"	"Scale Minimum"		"Optional"	"Generic"
132	4	"Anchorage Area"	"Scale Maximum"		"Optional"	"Generic"
20666	4	"Anchorage Area"	"Caveat"		"Optional"	"Generic"
20663	4	"Anchorage Area"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	4	"Anchorage Area"	"Owner Authority"		"Optional"	"Generic"
20664	4	"Anchorage Area"	"Protective Marking"		"Optional"	"Generic"
147	4	"Anchorage Area"	"Source Date"		"Optional"	"Generic"
148	4	"Anchorage Area"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	4	"Anchorage Area"	"Text File Reference"		"Optional"	"Generic"
180	4	"Anchorage Area"	"Relative Vertical Accuracy"		"Optional"	"Generic"
8	4	"Anchorage Area"	"Type of Anchorage"		"Mandatory"	"Specific"
85	4	"Anchorage Area"	"End Date"		"Optional"	"Specific"
86	4	"Anchorage Area"	"Start Date"		"Optional"	"Specific"
301	4	"Anchorage Area"	"Name (in national language characters)"		"Optional"	"Specific"
116	4	"Anchorage Area"	"Name"		"Optional"	"Specific"
118	4	"Anchorage Area"	"Seasonal End Date"		"Optional"	"Specific"
119	4	"Anchorage Area"	"Seasonal Start Date"		"Optional"	"Specific"
149	4	"Anchorage Area"	"Status"		"Optional"	"Specific"
131	4	"Anchorage Area"	"Restriction(s)"		"Optional"	"Specific"
1	5	"Beacon, cardinal"	"Production Agency"		"Optional"	"Generic"
80	5	"Beacon, cardinal"	"Source Scale"		"Optional"	"Generic"
22491	5	"Beacon, cardinal"	"Copyright statement"		"Optional"	"Generic"
22489	5	"Beacon, cardinal"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	5	"Beacon, cardinal"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	5	"Beacon, cardinal"	"Supporting Textual Information"		"Optional"	"Generic"
300	5	"Beacon, cardinal"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	5	"Beacon, cardinal"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	5	"Beacon, cardinal"	"Image File Link"		"Optional"	"Generic"
122	5	"Beacon, cardinal"	"Producing Country"		"Optional"	"Generic"
124	5	"Beacon, cardinal"	"Reference to a Publication"		"Optional"	"Generic"
128	5	"Beacon, cardinal"	"Capture Date"		"Optional"	"Generic"
133	5	"Beacon, cardinal"	"Scale Minimum"		"Optional"	"Generic"
132	5	"Beacon, cardinal"	"Scale Maximum"		"Optional"	"Generic"
20666	5	"Beacon, cardinal"	"Caveat"		"Optional"	"Generic"
20663	5	"Beacon, cardinal"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	5	"Beacon, cardinal"	"Owner Authority"		"Optional"	"Generic"
20664	5	"Beacon, cardinal"	"Protective Marking"		"Optional"	"Generic"
147	5	"Beacon, cardinal"	"Source Date"		"Optional"	"Generic"
148	5	"Beacon, cardinal"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	5	"Beacon, cardinal"	"Text File Reference"		"Optional"	"Generic"
180	5	"Beacon, cardinal"	"Relative Vertical Accuracy"		"Optional"	"Generic"
13	5	"Beacon, cardinal"	"Category of Cardinal Mark"		"Mandatory"	"Specific"
82	5	"Beacon, cardinal"	"Conspicuous, Radar"		"Optional"	"Specific"
85	5	"Beacon, cardinal"	"End Date"		"Optional"	"Specific"
86	5	"Beacon, cardinal"	"Start Date"		"Optional"	"Specific"
95	5	"Beacon, cardinal"	"Height"		"Optional"	"Specific"
96	5	"Beacon, cardinal"	"Height/Length Units"		"Optional"	"Specific"
109	5	"Beacon, cardinal"	"Marks Navigational - System of"		"Optional"	"Specific"
118	5	"Beacon, cardinal"	"Seasonal End Date"		"Optional"	"Specific"
119	5	"Beacon, cardinal"	"Seasonal Start Date"		"Optional"	"Specific"
149	5	"Beacon, cardinal"	"Status"		"Optional"	"Specific"
185	5	"Beacon, cardinal"	"Vertical Datum"		"Optional"	"Specific"
75	5	"Beacon, cardinal"	"Colour"		"Optional"	"Specific"
76	5	"Beacon, cardinal"	"Colour Pattern"		"Optional"	"Specific"
81	5	"Beacon, cardinal"	"Condition"		"Optional"	"Specific"
83	5	"Beacon, cardinal"	"Conspicuous, Visually"		"Optional"	"Specific"
90	5	"Beacon, cardinal"	"Elevation"		"Optional"	"Specific"
112	5	"Beacon, cardinal"	"Nature of Construction"		"Optional"	"Specific"
116	5	"Beacon, cardinal"	"Name"		"Optional"	"Specific"
301	5	"Beacon, cardinal"	"Name (in national language characters)"		"Optional"	"Specific"
186	5	"Beacon, cardinal"	"Vertical Length"		"Optional"	"Specific"
2	5	"Beacon, cardinal"	"Beacon Shape"		"Optional"	"Specific"
1	6	"Beacon, isolated danger"	"Production Agency"		"Optional"	"Generic"
80	6	"Beacon, isolated danger"	"Source Scale"		"Optional"	"Generic"
22491	6	"Beacon, isolated danger"	"Copyright statement"		"Optional"	"Generic"
22489	6	"Beacon, isolated danger"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	6	"Beacon, isolated danger"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	6	"Beacon, isolated danger"	"Supporting Textual Information"		"Optional"	"Generic"
300	6	"Beacon, isolated danger"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	6	"Beacon, isolated danger"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	6	"Beacon, isolated danger"	"Image File Link"		"Optional"	"Generic"
122	6	"Beacon, isolated danger"	"Producing Country"		"Optional"	"Generic"
124	6	"Beacon, isolated danger"	"Reference to a Publication"		"Optional"	"Generic"
128	6	"Beacon, isolated danger"	"Capture Date"		"Optional"	"Generic"
133	6	"Beacon, isolated danger"	"Scale Minimum"		"Optional"	"Generic"
132	6	"Beacon, isolated danger"	"Scale Maximum"		"Optional"	"Generic"
20666	6	"Beacon, isolated danger"	"Caveat"		"Optional"	"Generic"
20663	6	"Beacon, isolated danger"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	6	"Beacon, isolated danger"	"Owner Authority"		"Optional"	"Generic"
20664	6	"Beacon, isolated danger"	"Protective Marking"		"Optional"	"Generic"
147	6	"Beacon, isolated danger"	"Source Date"		"Optional"	"Generic"
148	6	"Beacon, isolated danger"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	6	"Beacon, isolated danger"	"Text File Reference"		"Optional"	"Generic"
180	6	"Beacon, isolated danger"	"Relative Vertical Accuracy"		"Optional"	"Generic"
82	6	"Beacon, isolated danger"	"Conspicuous, Radar"		"Optional"	"Specific"
85	6	"Beacon, isolated danger"	"End Date"		"Optional"	"Specific"
86	6	"Beacon, isolated danger"	"Start Date"		"Optional"	"Specific"
95	6	"Beacon, isolated danger"	"Height"		"Optional"	"Specific"
96	6	"Beacon, isolated danger"	"Height/Length Units"		"Optional"	"Specific"
109	6	"Beacon, isolated danger"	"Marks Navigational - System of"		"Optional"	"Specific"
118	6	"Beacon, isolated danger"	"Seasonal End Date"		"Optional"	"Specific"
119	6	"Beacon, isolated danger"	"Seasonal Start Date"		"Optional"	"Specific"
149	6	"Beacon, isolated danger"	"Status"		"Optional"	"Specific"
185	6	"Beacon, isolated danger"	"Vertical Datum"		"Optional"	"Specific"
75	6	"Beacon, isolated danger"	"Colour"		"Optional"	"Specific"
76	6	"Beacon, isolated danger"	"Colour Pattern"		"Optional"	"Specific"
81	6	"Beacon, isolated dangerl"	"Condition"		"Optional"	"Specific"
83	6	"Beacon, isolated danger"	"Conspicuous, Visually"		"Optional"	"Specific"
90	6	"Beacon, isolated danger"	"Elevation"		"Optional"	"Specific"
112	6	"Beacon, isolated danger"	"Nature of Construction"		"Optional"	"Specific"
116	6	"Beacon, isolated danger"	"Name"		"Optional"	"Specific"
301	6	"Beacon, isolated danger"	"Name (in national language characters)"		"Optional"	"Specific"
186	6	"Beacon, isolated danger"	"Vertical Length"		"Optional"	"Specific"
2	6	"Beacon, isolated danger"	"Beacon Shape"		"Optional"	"Specific"
1	7	"Beacon, lateral"	"Production Agency"		"Optional"	"Generic"
80	7	"Beacon, lateral"	"Source Scale"		"Optional"	"Generic"
22491	7	"Beacon, lateral"	"Copyright statement"		"Optional"	"Generic"
22489	7	"Beacon, lateral"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	7	"Beacon, lateral"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	7	"Beacon, lateral"	"Supporting Textual Information"		"Optional"	"Generic"
300	7	"Beacon, lateral"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	7	"Beacon, lateral"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	7	"Beacon, lateral"	"Image File Link"		"Optional"	"Generic"
122	7	"Beacon, lateral"	"Producing Country"		"Optional"	"Generic"
124	7	"Beacon, lateral"	"Reference to a Publication"		"Optional"	"Generic"
128	7	"Beacon, lateral"	"Capture Date"		"Optional"	"Generic"
133	7	"Beacon, lateral"	"Scale Minimum"		"Optional"	"Generic"
132	7	"Beacon, lateral"	"Scale Maximum"		"Optional"	"Generic"
20666	7	"Beacon, lateral"	"Caveat"		"Optional"	"Generic"
20663	7	"Beacon, lateral"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	7	"Beacon, lateral"	"Owner Authority"		"Optional"	"Generic"
20664	7	"Beacon, lateral"	"Protective Marking"		"Optional"	"Generic"
147	7	"Beacon, lateral"	"Source Date"		"Optional"	"Generic"
148	7	"Beacon, lateral"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	7	"Beacon, lateral"	"Text File Reference"		"Optional"	"Generic"
180	7	"Beacon, lateral"	"Relative Vertical Accuracy"		"Optional"	"Generic"
36	7	"Beacon, lateral"	"Category of Lateral Mark"		"Mandatory"	"Specific"
82	7	"Beacon, lateral"	"Conspicuous, Radar"		"Optional"	"Specific"
85	7	"Beacon, lateral"	"End Date"		"Optional"	"Specific"
86	7	"Beacon, lateral"	"Start Date"		"Optional"	"Specific"
95	7	"Beacon, lateral"	"Height"		"Optional"	"Specific"
96	7	"Beacon, lateral"	"Height/Length Units"		"Optional"	"Specific"
109	7	"Beacon, lateral"	"Marks Navigational - System of"		"Optional"	"Specific"
118	7	"Beacon, lateral"	"Seasonal End Date"		"Optional"	"Specific"
119	7	"Beacon, lateral"	"Seasonal Start Date"		"Optional"	"Specific"
149	7	"Beacon, lateral"	"Status"		"Optional"	"Specific"
185	7	"Beacon, lateral"	"Vertical Datum"		"Optional"	"Specific"
75	7	"Beacon, lateral"	"Colour"		"Optional"	"Specific"
76	7	"Beacon, lateral"	"Colour Pattern"		"Optional"	"Specific"
81	7	"Beacon, lateral"	"Condition"		"Optional"	"Specific"
83	7	"Beacon, lateral"	"Conspicuous, Visually"		"Optional"	"Specific"
90	7	"Beacon, lateral"	"Elevation"		"Optional"	"Specific"
112	7	"Beacon, lateral"	"Nature of Construction"		"Optional"	"Specific"
116	7	"Beacon, lateral"	"Name"		"Optional"	"Specific"
301	7	"Beacon, lateral"	"Name (in national language characters)"		"Optional"	"Specific"
186	7	"Beacon, lateral"	"Vertical Length"		"Optional"	"Specific"
2	7	"Beacon, lateral"	"Beacon Shape"		"Optional"	"Specific"
1	8	"Beacon, safe water"	"Production Agency"		"Optional"	"Generic"
80	8	"Beacon, safe water"	"Source Scale"		"Optional"	"Generic"
22491	8	"Beacon, safe water"	"Copyright statement"		"Optional"	"Generic"
22489	8	"Beacon, safe water"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	8	"Beacon, safe water"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	8	"Beacon, safe water"	"Supporting Textual Information"		"Optional"	"Generic"
300	8	"Beacon, safe water"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	8	"Beacon, safe water"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	8	"Beacon, safe water"	"Image File Link"		"Optional"	"Generic"
122	8	"Beacon, safe water"	"Producing Country"		"Optional"	"Generic"
124	8	"Beacon, safe water"	"Reference to a Publication"		"Optional"	"Generic"
128	8	"Beacon, safe water"	"Capture Date"		"Optional"	"Generic"
133	8	"Beacon, safe water"	"Scale Minimum"		"Optional"	"Generic"
132	8	"Beacon, safe water"	"Scale Maximum"		"Optional"	"Generic"
20666	8	"Beacon, safe water"	"Caveat"		"Optional"	"Generic"
20663	8	"Beacon, safe water"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	8	"Beacon, safe water"	"Owner Authority"		"Optional"	"Generic"
20664	8	"Beacon, safe water"	"Protective Marking"		"Optional"	"Generic"
147	8	"Beacon, safe water"	"Source Date"		"Optional"	"Generic"
148	8	"Beacon, safe water"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	8	"Beacon, safe water"	"Text File Reference"		"Optional"	"Generic"
180	8	"Beacon, safe water"	"Relative Vertical Accuracy"		"Optional"	"Generic"
82	8	"Beacon, safe water"	"Conspicuous, Radar"		"Optional"	"Specific"
85	8	"Beacon, safe water"	"End Date"		"Optional"	"Specific"
86	8	"Beacon, safe water"	"Start Date"		"Optional"	"Specific"
95	8	"Beacon, safe water"	"Height"		"Optional"	"Specific"
96	8	"Beacon, safe water"	"Height/Length Units"		"Optional"	"Specific"
109	8	"Beacon, safe water"	"Marks Navigational - System of"		"Optional"	"Specific"
118	8	"Beacon, safe water"	"Seasonal End Date"		"Optional"	"Specific"
119	8	"Beacon, safe water"	"Seasonal Start Date"		"Optional"	"Specific"
149	8	"Beacon, safe water"	"Status"		"Optional"	"Specific"
185	8	"Beacon, safe water"	"Vertical Datum"		"Optional"	"Specific"
75	8	"Beacon, safe water"	"Colour"		"Optional"	"Specific"
76	8	"Beacon, safe water"	"Colour Pattern"		"Optional"	"Specific"
81	8	"Beacon, safe water"	"Condition"		"Optional"	"Specific"
83	8	"Beacon, safe water"	"Conspicuous, Visually"		"Optional"	"Specific"
90	8	"Beacon, safe water"	"Elevation"		"Optional"	"Specific"
112	8	"Beacon, safe water"	"Nature of Construction"		"Optional"	"Specific"
116	8	"Beacon, safe water"	"Name"		"Optional"	"Specific"
301	8	"Beacon, safe water"	"Name (in national language characters)"		"Optional"	"Specific"
186	8	"Beacon, safe water"	"Vertical Length"		"Optional"	"Specific"
2	8	"Beacon, safe water"	"Beacon Shape"		"Optional"	"Specific"
1	9	"Beacon, special purpose"	"Production Agency"		"Optional"	"Generic"
80	9	"Beacon, special purpose"	"Source Scale"		"Optional"	"Generic"
22491	9	"Beacon, special purpose"	"Copyright statement"		"Optional"	"Generic"
22489	9	"Beacon, special purpose"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	9	"Beacon, special purpose"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	9	"Beacon, special purpose"	"Supporting Textual Information"		"Optional"	"Generic"
300	9	"Beacon, special purpose"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	9	"Beacon, special purpose"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	9	"Beacon, special purpose"	"Image File Link"		"Optional"	"Generic"
122	9	"Beacon, special purpose"	"Producing Country"		"Optional"	"Generic"
124	9	"Beacon, special purpose"	"Reference to a Publication"		"Optional"	"Generic"
128	9	"Beacon, special purpose"	"Capture Date"		"Optional"	"Generic"
133	9	"Beacon, special purpose"	"Scale Minimum"		"Optional"	"Generic"
132	9	"Beacon, special purpose"	"Scale Maximum"		"Optional"	"Generic"
20666	9	"Beacon, special purpose"	"Caveat"		"Optional"	"Generic"
20663	9	"Beacon, special purpose"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	9	"Beacon, special purpose"	"Owner Authority"		"Optional"	"Generic"
20664	9	"Beacon, special purpose"	"Protective Marking"		"Optional"	"Generic"
147	9	"Beacon, special purpose"	"Source Date"		"Optional"	"Generic"
148	9	"Beacon, special purpose"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	9	"Beacon, special purpose"	"Text File Reference"		"Optional"	"Generic"
180	9	"Beacon, special purpose"	"Relative Vertical Accuracy"		"Optional"	"Generic"
66	9	"Beacon, special purpose"	"Category of Special Purpose Mark"		"Mandatory"	"Specific"
82	9	"Beacon, special purpose"	"Conspicuous, Radar"		"Optional"	"Specific"
85	9	"Beacon, special purpose"	"End Date"		"Optional"	"Specific"
86	9	"Beacon, special purpose"	"Start Date"		"Optional"	"Specific"
95	9	"Beacon, special purpose"	"Height"		"Optional"	"Specific"
96	9	"Beacon, special purpose"	"Height/Length Units"		"Optional"	"Specific"
109	9	"Beacon, special purpose"	"Marks Navigational - System of"		"Optional"	"Specific"
118	9	"Beacon, special purpose"	"Seasonal End Date"		"Optional"	"Specific"
119	9	"Beacon, special purpose"	"Seasonal Start Date"		"Optional"	"Specific"
149	9	"Beacon, special purpose"	"Status"		"Optional"	"Specific"
185	9	"Beacon, special purpose"	"Vertical Datum"		"Optional"	"Specific"
75	9	"Beacon, special purpose/general"	"Colour"		"Optional"	"Specific"
76	9	"Beacon, special purpose/general"	"Colour Pattern"		"Optional"	"Specific"
81	9	"Beacon, special purpose/general"	"Condition"		"Optional"	"Specific"
83	9	"Beacon, special purpose/general"	"Conspicuous, Visually"		"Optional"	"Specific"
90	9	"Beacon, special purpose/general"	"Elevation"		"Optional"	"Specific"
112	9	"Beacon, special purpose/general"	"Nature of Construction"		"Optional"	"Specific"
116	9	"Beacon, special purpose/general"	"Name"		"Optional"	"Specific"
301	9	"Beacon, special purpose/general"	"Name (in national language characters)"		"Optional"	"Specific"
186	9	"Beacon, special purpose/general"	"Vertical Length"		"Optional"	"Specific"
2	9	"Beacon, special purpose/general"	"Beacon Shape"		"Optional"	"Specific"
1	10	"Berth"	"Production Agency"		"Optional"	"Generic"
80	10	"Berth"	"Source Scale"		"Optional"	"Generic"
22491	10	"Berth"	"Copyright statement"		"Optional"	"Generic"
22489	10	"Berth"	"Absolute Vertical Accuracy"		"Optional"	"Generic"
97	10	"Berth"	"Relative Horizontal Accuracy"		"Optional"	"Generic"
102	10	"Berth"	"Supporting Textual Information"		"Optional"	"Generic"
300	10	"Berth"	"Supporting Textual Information (in national language characters)"		"Optional"	"Generic"
304	10	"Berth"	"Text File Reference (in national language characters)"		"Optional"	"Generic"
120	10	"Berth"	"Image File Link"		"Optional"	"Generic"
122	10	"Berth"	"Producing Country"		"Optional"	"Generic"
124	10	"Berth"	"Reference to a Publication"		"Optional"	"Generic"
128	10	"Berth"	"Capture Date"		"Optional"	"Generic"
133	10	"Berth"	"Scale Minimum"		"Optional"	"Generic"
132	10	"Berth"	"Scale Maximum"		"Optional"	"Generic"
20666	10	"Berth"	"Caveat"		"Optional"	"Generic"
20663	10	"Berth"	"International Defence Organisation (IDO) status"		"Optional"	"Generic"
20665	10	"Berth"	"Owner Authority"		"Optional"	"Generic"
20664	10	"Berth"	"Protective Marking"		"Optional"	"Generic"
147	10	"Berth"	"Source Date"		"Optional"	"Generic"
148	10	"Berth"	"Source Agency, Source Country, Source ID, Source Type"		"Optional"	"Generic"
158	10	"Berth"	"Text File Reference"		"Optional"	"Generic"
180	10	"Berth"	"Relative Vertical Accuracy"		"Optional"	"Generic"
85	10	"Berth"	"End Date"		"Optional"	"Specific"
86	10	"Berth"	"Start Date"		"Optional"	"Specific"
301	10	"Berth"	"Name (in national language characters)"		"Optional"	"Specific"
116	10	"Berth"	"Name"		"Mandatory"	"Specific"
149	10	"Berth"	"Status"		"Optional"	"Specific"
119	10	"Berth"	"Seasonal Start Date"		"Optional"	"Specific"
