8	"Type of Anchorage"	4	"explosives anchorage"	"An area set apart for anchored ships discharging or receiving explosives. (IHO Dictionary, S-32, 5th Edition, 1732)"
8	"Type of Anchorage"	5	"quarantine anchorage"	"An area where a vessel anchors when satisfying quarantine regulations. (IHO Dictionary, S-32, 5th Edition, 4117)"
8	"Type of Anchorage"	6	"sea-plane anchorage"	"An area in which sea-planes anchor or may anchor. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
8	"Type of Anchorage"	7	"small craft anchorage"	"An area in which small boats anchor or may anchor. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
8	"Type of Anchorage"	8	"small craft mooring area"	"An area in which yachts and small boats moor. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
8	"Type of Anchorage"	9	"anchorage for periods up to 24 hours"	"An area in which vessels anchor or may anchor for periods of up to 24 hours. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
8	"Type of Anchorage"	10	"Anchorage for a limited period of time"	"An area in which vessels may anchor for a period of time not to exceed a specific limit."
9	"Bridge Classification"	1	"fixed bridge"	"A bridge having permanent horizontal and vertical alignment. (McGraw-Hill Dictionary of Scientific and Technical Terms, 3rd Edition, 1984)"
9	"Bridge Classification"	2	"opening bridge"	"A bridge that is closed when set for carrying road traffic and open when set to permit marine traffic to pass through the waterway it crosses.  (Adapted from McGraw-Hill Encyclopedia of Science and Technology 7th Edition, 1992)"
9	"Bridge Classification"	3	"swing bridge"	"A movable bridge (or span thereof) which rotates in a horizontal plane about a vertical pivot to allow the passage of vessels. (Adapted from McGraw-Hill Encyclopedia of Science and Technology 7th Edition, 1992)"
9	"Bridge Classification"	4	"lifting bridge"	"A movable bridge (or span thereof) which is capable of being lifted vertically to allow vessels to pass beneath. (Adapted from IHO Dictionary, S-32 5th Edition, 547)"
9	"Bridge Classification"	5	"bascule bridge"	"A counterpoise bridge rotated in a vertical plane about an axis at one or both ends.  Also called a balance. (IHO Dictionary S-32, 5th Edition, 545)"
9	"Bridge Classification"	6	"pontoon bridge"	"A fixed floating bridge supported by pontoons. (McGraw-Hill Dictionary of Scientific and Technical Terms, 3rd Edition, 1984)"
9	"Bridge Classification"	7	"draw bridge"	"A general name for bridges of which part or the entire span of the bridge may be raised or drawn aside to allow ships to pass through. (IHO Dictionary S-32, 5th Edition, 546)"
9	"Bridge Classification"	8	"transporter bridge"	"A bridge that has towers on each side of the waterway connected by a girder system on which a carriage runs. (IHO Chart Specifications, M-4, 381.2)"
9	"Bridge Classification"	9	"foot bridge"	"A bridge structure used only for pedestrian traffic. (McGraw-Hill Dictionary of Scientific and Technical Terms, 3rd Edition, 1984)"
9	"Bridge Classification"	10	"viaduct"	"A long bridge consisting of a series of beams, spans or girders (of steel, timber or concrete) supported on towers or piers and used to carry a road, railroad, etc. (Adapted from McGraw-Hill Encyclopedia of Science and Technology 7th Edition, 1992)"
9	"Bridge Classification"	11	"aqueduct"	"A bridge supporting an artificially elevated channel, for the conveyance of water. (Adapted from The New Shorter Oxford English Dictionary, 1993)"
9	"Bridge Classification"	12	"suspension bridge"	"A fixed bridge consisting of either a roadway or a truss suspended from two or more cables which pass over towers and are anchored by backstays to a firm foundation. (Adapted from McGraw-Hill Encyclopedia of Science and Technology 7th Edition, 1992)"
10	"Type of Built-up Area"	1	"urban area"	"An area predominantly occupied by man-made structures used for residential, commercial and industrial purposes. (Nautical Chart Manual, US Department of Commerce, 1992)"
10	"Type of Built-up Area"	2	"settlement"	"A small collection of dwellings in a remote area."
10	"Type of Built-up Area"	3	"village"	"A collection of houses in a rural area, usually smaller than a town. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
10	"Type of Built-up Area"	4	"town"	"Any considerable collection of dwellings and other buildings larger than a village, but not incorporated as a city.(S-57 Annex A, Appendix A, IHO Object Catalogue)"
10	"Type of Built-up Area"	5	"city"	"A major town inhabited by a large permanent community with all essential services.(S-57 Annex A, Appendix A, IHO Object Catalogue)"
10	"Type of Built-up Area"	6	"holiday village"	"A collection of smaller houses (cottages, mobile homes etc.) which is mainly populated on a seasonal basis. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
10	"Type of Built-up Area"	501	"native settlement"	
11	"Type of Cable"	1	"power line"	"a cable used for the supply of electricity(S-57 Annex A, Appendix A, IHO Object Catalogue)"
11	"Type of Cable"	3	"transmission line"	"multiple un-insulated cables usually supported by steel lattice towers. Such features are generally more prominent than normal power lines. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
11	"Type of Cable"	4	"telephone"	"a cable used for the transmission of telephone signals. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
11	"Type of Cable"	5	"telegraph"	"a cable used for the transmission of telegraph signals. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
11	"Type of Cable"	6	"mooring cable/chain"	"a cable or chain used to secure a mooring buoy or other floating structure.(S-57 Annex A, Appendix A, IHO Object Catalogue)"
11	"Type of Cable"	501	"data transmission"	"a cable used for the transmission of data.(AML)"
11	"Type of Cable"	502	"fibre optic"	"a cable comprised of multiple bundles of extremely thin flexible glass, transmitting light by total internal reflection. (Adapted from Chambers Concise Dictionary)"
12	"category of canal"	1	"transportation"	"a canal used for navigation as part of a transport system"
12	"category of canal"	2	"drainage"	"a canal used to drain excess water from surrounding land"
12	"category of canal"	3	"irrigation"	"a canal used to supply water for the purpose of irrigation"
13	"Category of Cardinal Mark"	1	"north cardinal mark"	
13	"Category of Cardinal Mark"	2	"east cardinal mark"	
13	"Category of Cardinal Mark"	3	"south cardinal mark"	
13	"Category of Cardinal Mark"	4	"west cardinal mark"	
14	"Category of Checkpoint"	1	"Custom"	"An office, especially in ports, at which customs dues are collected or administrated. (adapted from The New Shorter Oxford English Dictionary, 1993)"
14	"Category of Checkpoint"	501	"RV Location"	"specified location that is identified and used as a rendezvous point (AML)"
15	"Category of Coastline"	1	"steep coast"	"A coast backed by rock or earth cliffs, gives a good radar return and is useful for visual identification from a considerable distance off, where cliffs alternate with low lying coast along the shoreline. (IHO Chart Specifications, M-4)"
15	"Category of Coastline"	2	"flat coast"	"A level coast with no obvious topographic features. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
15	"Category of Coastline"	3	"sandy shore"	"a shoreline area made up of sand, ie. loose material consisting of small but easily distinguishable, separate grains, between 0.0625 and 2.000 millimetres in diameter. (adapted from IHO Dictionary, S-32, 5th Edition, 4497)"
15	"Category of Coastline"	4	"stony shore"	"A shoreline area made up of rock and rock fragments ranging in size from pebbles and gravel to boulders or large rock masses. (adapted from IHO Dictionary, S-32, 5th Edition, 5059)"
15	"Category of Coastline"	5	"shingly shore"	"A shoreline area made up of rounded, often flat water-worn rock fragments larger than approximately 16 mm. (adapted from IHO Dictionary, S-32, 4683)"
15	"Category of Coastline"	6	"glacier (seaward end)"	"Projecting seaward extension of glacier, usually afloat.  Also called glacier tongue. (IHO Dictionary, S-32, 5th Edition 2043)"
15	"Category of Coastline"	7	"mangrove"	"One of several genera of tropical trees or shrubs which produce many prop roots and grow along low lying coasts into shallow water. (IHO Dictionary, S-32, 5th Edition 3064)"
15	"Category of Coastline"	8	"marshy shore"	"A shoreline area made up of spongy land saturated with water. It may have a shallow covering of water, usually with a considerable amount of vegetation appearing above the surface. (adapted from IHO Dictionary, S-32, 5240)"
15	"Category of Coastline"	9	"coral reef"	"A reef, often of large extent, composed chiefly of coral and its derivatives. (IHO Dictionary, S-32, 5th Edition 1063)"
15	"Category of Coastline"	10	"ice coast"	"A vertical cliff forming the seaward edge of an ice shelf, ranging in height from 2m to 50 m or more above sea level."
15	"Category of Coastline"	11	"Shelly Shore"	"A shoreline area made up of shells i.e. made up of the hard outside covering of marine animals."
16	"Class of Control Point"	1	"triangulation point"	"A recoverable point on the earth, whose geographic co-ordinates have been determined by angular methods with geodetic instruments. (Adapted from IHO Dictionary, S-32, 5th Edition, 5646)"
16	"Class of Control Point"	2	"observation spot"	"A point used by surveyors for determining precise position by astronomical means. (IHO Chart Specifications, M-4)"
16	"Class of Control Point"	3	"fixed point"	"A point whose position has been accurately determined and plotted. (IHO Chart Specifications, M-4)"
16	"Class of Control Point"	4	"bench-mark"	"A permanent, stable object containing a marked point of known elevation with respect to a datum used as a reference level for tidal observations or as a control point for levelling. (IHO Dictionary, S-32, 5th Edition, 462)"
16	"Class of Control Point"	5	"boundary mark"	"A marker identifying the location of a surveyed boundary line (Digital Geographic Information Standard - DIGEST, Oct.87)"
16	"Class of Control Point"	6	"horizontal control, main station"	"A station in a network of permanently marked control points having their geographic positions established to form third order accuracy or better. (Canadian Hydrographic Service, Survey Standing Order, 3.1-85)"
16	"Class of Control Point"	7	"horizontal control, secondary station"	"A station in a network of control points of a localised nature utilised for shoreline plots, sounding marks, stadia work, etc., whose geographic position may be established to a slightly lower order than main control points. (Canadian Hydrographic Service, Survey Standing Order, 3.1-85)"
17	"Type of Conveyor"	1	"aerial cableway"	"A conveyor along which material or people are transported by means of overhead cables supporting buckets, cable cars, etc. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
17	"Type of Conveyor"	2	"belt conveyor"	"A conveyor along which material or people are transported by means of a moving belt. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
18	"Category of Coverage"	1	"coverage available"	"continuous coverage of spatial objects is available within this area"
18	"Category of Coverage"	2	"no coverage available"	"an area containing no spatial objects"
19	"category of crane"	2	"container crane/gantry"	"a high speed, shore-based crane used in the lift-on/lift-off operation of specially constructed containers. (adapted from Nautical Chart Manual, US Department of Commerce, Coast and Geodetic Survey, 7th Edition)"
19	"category of crane"	3	"sheerlegs"	"a tripodal structure used in dockyards and harbours for stepping masts or lifting loads in to and out of vessels."
19	"category of crane"	4	"travelling crane"	"a crane mounted on rails (track) that can move (usually parallel to the wharf face) in order to load and unload cargo vessels. (Canadian Hydrographic Service)"
19	"category of crane"	5	"A-frame"	"a type of crane shaped like the letter &gt;A=. They are often positioned on river banks or the coastline and are used for lifting logs from logging trucks and depositing them in the water. (Canadian Hydrographic Service)"
20	"category of dam"	1	"weir"	"a dam erected across a river to raise the level of the water. A fence of stakes setin a river or along the shore as a trap for fish. The word is now restricted to smaller works, the larger are called dams. (IHO Dictionary, S-32, 5th Edition, 5967)"
20	"category of dam"	2	"dam"	"a barrier to check or confine anything in motion; particularly one constructed to hold back water and raise its level to form a reservoir, or to prevent flooding. (IHO Dictionary, S-32, 5th Edition, 1196)"
20	"category of dam"	3	"flood barrage"	"an opening dam across a channel which, when required, is closed to control flood waters. (IHO Chart Specifications, M-4 326.7)"
21	"Category of distance mark"	1	"Distance mark not physically installed"	"A point at which a distance from an origin along a feature is given for information, but at which no specific marker exists."
21	"Category of distance mark"	2	"Visible mark, pole"	"A point at which a distance from an origin along a feature is given for information and which is marked by a pole."
21	"Category of distance mark"	3	"Visible mark, board"	"A point at which a distance from an origin along a feature is given for information and which is marked by a board."
21	"Category of distance mark"	4	"Visible mark, unknown shape"	"A point at which a distance from an origin along a feature is given for information and which is physically marked, but the shape of the mark is not known or not given."
22	"Category of dock"	1	"Tidal"	"A dock which is open to the sea and in which the water level is affected by tides."
22	"Category of dock"	2	"Non-tidal (wet dock)"	"A dock in which water can be maintained at any level by closing a gate when the water is at the desired level. (IHO Dictionary, S-32, 5th Edition, 1429)"
23	"Classification of Dumping Ground"	2	"chemical waste dumping ground"	"An area at sea where chemical waste is dumped. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
23	"Classification of Dumping Ground"	3	"nuclear waste dumping ground"	"An area at sea where nuclear waste is dumped. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
23	"Classification of Dumping Ground"	4	"explosives dumping ground"	"An area at sea where explosives are dumped. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
23	"Classification of Dumping Ground"	5	"spoil ground"	"An area at sea where dredged material is deposited. Also called dumping ground. (IHO Dictionary, S-32, 5th  Edition, 4930)"
23	"Classification of Dumping Ground"	6	"vessel dumping ground"	"An area at sea where disused vessels are scuttled. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
24	"category of fence/wall"	1	"fence"	"a man made barrier used as an enclosure or boundary or for protection. (Digital Geographic Information Working Group -DGIWG, Oct. 1987)"
24	"category of fence/wall"	3	"hedge"	"a continuous growth of shrubbery planted as a fence, a boundary or a wind break. (Digital Geographic Information Standard - DIGEST)"
24	"category of fence/wall"	4	"wall"	"a fence constructed from masonry or stone."
25	"Category of Ferry"	1	"'free moving' ferry"	"a ferry which may have routes that vary with weather, tide and traffic. (adapted from M-4)"
25	"Category of Ferry"	2	"cable ferry"	"a ferry that follows a fixed route guided by a cable. (adapted   from M-4)"
25	"Category of Ferry"	3	"ice ferry"	"a winter-time ferry which crosses a lead. (Finnish Maritime Administration)"
26	"Category of Fishing Facility"	1	"fishing stake"	"a pole or stake placed in shallow water to outline a fishing ground or to catch fish (IHO Dictionary, S-32, 5th Edition, 1818)."
26	"Category of Fishing Facility"	2	"fish trap"	"a structure (usually portable) for catching fish (IHO Dictionary, S-32, 5th Edition, 1819)."
26	"Category of Fishing Facility"	3	"fish weir"	"a fence of stakes or stones set in a river or along the shore to trap fish (IHO Dictionary, S-32, 5th Edition, 5967)."
26	"Category of Fishing Facility"	4	"tunny net"	"a net built at sea for catching tunny (IHO Dictionary, S-32, 5th Edition, 5700)."
27	"Category of Fog Signal"	1	"Explosive"	"A signal produced by the firing of explosive charges. (Admiralty List of Lights and Fog Signals)"
27	"Category of Fog Signal"	2	"Diaphone"	"A diaphone uses compressed air and generally emits a powerful low-pitched sound, which often concludes with a brief sound of suddenly lowered pitch, termed the 'grunt'. (Admiralty List of Lights and Fog Signals)"
27	"Category of Fog Signal"	3	"Siren"	"A siren uses compressed air and exists in a variety of types which differ considerably in their sound and power. (Admiralty List of Lights and Fog Signals)"
27	"Category of Fog Signal"	4	"Nautophone"	"A horn having a diaphragm oscillated by electricity (IHO Dictionary, S-32, 5th Edition, 3371)."
27	"Category of Fog Signal"	5	"Reed"	"A reed uses compressed air and emits a weak, high pitched sound. (Admiralty List of Lights and Fog Signals)"
27	"Category of Fog Signal"	6	"Tyfon"	"A diaphragm horn which operates under the influence of compressed air or steam (IHO Dictionary, S-32, 5th Edition, 5717)."
27	"Category of Fog Signal"	7	"Bell"	"A ringing sound with a short range. The apparatus may be operated automatically, by hand or by wave action. (IHO Chart Specifications, M-4, 452.5)"
27	"Category of Fog Signal"	8	"Whistle"	"A distinctive sound made by a jet of air passing through an orifice. The apparatus may be operated automatically, by hand or by air being forced up a tube by waves acting on a buoy. (IHO Chart Specifications, M-4, 452.6)"
27	"Category of Fog Signal"	9	"Gong"	"A sound produced by vibration of a disc when struck. The apparatus may be operated automatically, by hand or by wave action. (IHO Chart Specifications, M-4, 452.7)"
27	"Category of Fog Signal"	10	"Horn"	"A horn uses compressed air or electricity to vibrate a diaphragm and exists in a variety of types which differ greatly in their sound and power. (Admiralty List of Lights and Fog Signals)"
28	"Type of Fortified Structure"	1	"castle"	"A large fortified building or structure. (Adapted from the Collins Dictionary)"
28	"Type of Fortified Structure"	2	"fort"	"A fortified enclosure, building or position able to be defended against an enemy. (The Collins Dictionary)"
28	"Type of Fortified Structure"	3	"battery"	"A fortified structure on which artillery is mounted. (The Collins Dictionary)"
28	"Type of Fortified Structure"	4	"blockhouse"	"A concrete structure strengthened to give protection against enemy fire, with apertures to allow defensive gunfire. (The Collins Dictionary)"
28	"Type of Fortified Structure"	5	"Martello Tower"	"A round fort for coastal defence. (S-57 Annex A, Appendix A, IHO Object Catalogue)"
28	"Type of Fortified Structure"	6	"Redoubt"	"An outwork or fieldwork usually square or polygonal and without flanking defences. (Concise Oxford Dictionary)."
29	"category of gate"	2	"flood barrage gate"	"an opening gate used to control flood water."
29	"category of gate"	3	"caisson"	"a steel structure used for closing the entrance of locks, wet and dry docks. (IHO Dictionary, S-32, 5th Edition, 602)"
29	"category of gate"	4	"lock gate"	"lock gates are the massive hinged doors at each end of a lock. (adapted from IHO Dictionary, S-32, 5th Edition, 2882)"
29	"category of gate"	5	"dyke gate"	"an opening gate in a dyke."
29	"category of gate"	6	"sluice"	"a sliding gate or other contrivance for changing the level of a body of water by controlling the flow into or out of it. (IHO Dictionary, S-32, 5th Edition, 4783)."
30	"Category of Harbour Facility"	1	"RoRo terminal"	"a terminal for roll-on roll-off ferries."
30	"Category of Harbour Facility"	3	"ferry terminal"	"a terminal for passenger and vehicle ferries."
30	"Category of Harbour Facility"	4	"fishing harbour"	"a harbour with facilities for fishing boats."
30	"Category of Harbour Facility"	5	"yacht harbour/marina"	"a harbour with facilities for small boats and yachts (IHO Dictionary, S-32, 5th Edition, 3095)."
30	"Category of Harbour Facility"	6	"naval base"	"a centre of operations for naval vessels (adapted from The Collins Dictionary)."
30	"Category of Harbour Facility"	7	"tanker terminal"	"a terminal for the bulk handling of liquid cargoes."
30	"Category of Harbour Facility"	8	"passenger terminal"	"a terminal for the loading and unloading of passengers."
30	"Category of Harbour Facility"	10	"container terminal"	"a terminal for container ships."
30	"Category of Harbour Facility"	11	"bulk terminal"	"a terminal for the handling of bulk materials such as iron ore, coal, etc."
30	"Category of Harbour Facility"	12	"Syncrolift"	"A platform powered by synchronous electric motors used to lift vessels (larger than boats) in and out of the water."
30	"Category of Harbour Facility"	13	"Straddle Carrier"	"A wheeled vehicle designed to lift and carry containers or vessels within its own framework. It is used for moving, and sometimes stacking, shipping containers and vessels."
31	"Category of hulk"	1	"floating restaurant"	"A permanently moored floating structure, such as an old ship, used as a restaurant."
31	"Category of hulk"	2	"historic ship"	"A ship of historical interest permanently moored as a tourist attraction."
31	"Category of hulk"	3	"museum"	"A permanently moored floating structure, such as an old ship, used as a museum."
31	"Category of hulk"	4	"accommodation"	"A permanently moored floating structure, such as an old ship, used for accommodation."
31	"Category of hulk"	5	"floating breakwater"	"A permanently moored floating structure, often constructed from old ships, used as a breakwater."
32	"Classification of Ice"	1	"fast ice"	"Sea ice which remains fast, generally in the position where originally formed, and which may attain a considerable thickness. It is found along coasts, where it is attached to the shore, or over shoals, where it may be held in position by islands, grounded icebergs or grounded polar ice. (IHO Dictionary, S-32, 5th Edition, 1772)"
32	"Classification of Ice"	2	"sea ice"	"Any form of ice which has originated from sea water. Generally any ice in the sea. (IHO Dictionary, S-32, 5th Edition, 4566)"
32	"Classification of Ice"	3	"growler"	"a low lying mass of flow ice which is not easily seen by approaching vessels owing to its dark indigo colour. It is therefore a menace to shipping. It is usually caused by the capsizing and disintegration of an iceberg."
32	"Classification of Ice"	4	"pancake ice"	"Pieces of new ice, usually approximately circular, about 30 cm to 3 m across, and with raised rims, due to the pieces striking against each other as the result of wind and swell. (IHO Dictionary, S-32, 5th Edition, 3643)"
32	"Classification of Ice"	5	"glacier"	"A mass of snow and ice continuously moving from higher to lower ground or, if afloat, continuously spreading. (IHO Dictionary, S-32, 5th Edition, 2041)"
32	"Classification of Ice"	6	"ice peak"	
32	"Classification of Ice"	7	"pack ice"	"Term used in a wide sense to include any area of sea ice, other than fast ice, no matter what form it takes or how it is disposed. (IHO Dictionary, S-32, 5th Edition, 3639)"
32	"Classification of Ice"	8	"polar ice"	"sea ice that is more than one year old (in contrast to winter ice).  The WMO code defines polar ice as any sea ice more than one year old and more than 3 metres thick. (IHO Dictionary, S-32, 5th Edition, 3928)"
33	"Category of Installation Buoy"	1	"catenary anchor leg mooring (CALM)"	"incorporates a large buoy which remains on the surface at all times and is moored by 4 or more anchors. Mooring hawsers and cargo hoses lead from a turn-table on top of the buoy, so that the buoy does not turn as the ship swings to wind and stream."
33	"Category of Installation Buoy"	2	"single buoy mooring (SBM)"	"a mooring structure used by tankers to load and unload in port approaches or in offshore oil and gas fields. The size of the structure can vary between a large mooring buoy and a manned floating structure. Also known as single point mooring (SPM). (IHO Dictionary, S-32, 4th Edition)"
34	"Classification of Land Region"	1	"Fen"	"A type of bog, especially a low-lying area, wholly or partly covered with water and dominated by grasslike plants, grasses, sedges and reeds. (The New Encyclopaedia Britannica, 15th Edition 1991)"
34	"Classification of Land Region"	2	"Marsh"	"An area of wet, often spongy ground that is subject to frequent flooding or tidal inundations, but not considered to be continually under water. It is characterized by the growth of non woody plants and by the lack of trees. (Nautical Chart Manual, US National Oceanic and Atmospheric Administration - NOAA, 1992)."
34	"Classification of Land Region"	3	"Moor/bog"	"Wet spongy ground consisting of decaying vegetation, which retains stagnant water, too soft to bear the weight of any heavy body.(IHO Dictionary, S-32, 5th Edition, 504)"
34	"Classification of Land Region"	4	"Heathland"	"A tract of wasteland; peat bog, usually covered by a low scrubby growth, but may have scattered small open water holes. (Nautical Chart Manual, US National Oceanic and Atmospheric Administration - NOAA, 1992)"
34	"Classification of Land Region"	5	"Mountain Range"	"A series of connected and aligned mountains or mountain ridges. (US National Oceanic and Atmospheric Administration - NOAA, 1992)."
34	"Classification of Land Region"	6	"Lowlands"	"Low and relatively level land at a lower elevation than adjoining areas. (US National Oceanic and Atmospheric Administration - NOAA, 1992)"
34	"Classification of Land Region"	7	"Canyon Lands"	"A relatively narrow, deep depression with steep sides, the bottom of which generally has a continuous slope. (IHO Dictionary, S-32, 5th Edition, 638)"
34	"Classification of Land Region"	8	"Paddy Field"	"A piece of land set aside for crops which are periodically flooded (e.g. rice paddy)."
34	"Classification of Land Region"	9	"Agricultural Land"	"Areas used for cultivation of the soil, the breeding of livestock etc. and general farming"
34	"Classification of Land Region"	10	"Savanna/Grassland"	"A large area of relatively flat natural pasture."
34	"Classification of Land Region"	11	"Parkland"	"A piece of ground kept for ornament and/or recreation or maintained in its natural state as a public property or area. (Websters New Collegiate Dictionary 1975)"
34	"Classification of Land Region"	12	"Swamp"	"An area of spongy land saturated with water. It may have a shallow covering of water, usually with a considerable amount of vegetation appearing above the surface. (IHO Dictionary, S-32, 5th Edition, 5240)"
34	"Classification of Land Region"	13	"Landslide"	"The sliding down of a mass of land on a mountain or cliff-side; land which has so fallen. (IHO Dictionary, S-32, 5th Edition, 2646)"
34	"Classification of Land Region"	14	"Lava Flow"	"The substance that results from the cooling of molten rock. (adapted IHO Dictionary, S-32, 5th Edition, 2680)"
34	"Classification of Land Region"	15	"Salt Pan"	"Shallow pools of brackish water used for the natural evaporation of sea water to obtain salt. (IHO Dictionary, S-32, 5th Edition, 4494)"
34	"Classification of Land Region"	16	"Moraine"	"Any accumulation of loose material deposited by a glacier. (Marine Chart Manual, US National Oceanic and Atmospheric Administration - NOAA, 1992)"
34	"Classification of Land Region"	17	"Crater"	"Bowl-shaped cavity, at the summit or on the side of a volcano.(IHO Dictionary, S-32, 5th Edition, 1115) Also a hole formed by the impact of a meteor. (Nautical Chart Manual, US National Oceanic and Atmospheric Administration - NOAA, 1992)."
34	"Classification of Land Region"	18	"Cave"	"A natural subterranean chamber or series of chambers open to the earths surface. (Digital Geographic Information Standard - DIGEST)"
34	"Classification of Land Region"	19	"Rock Column or Pinnacle"	"Any high tower or spire-shaped pillar of rock, alone or cresting a summit. (IHO Dictionary, S-32, 5th Edition, 3852)"
34	"Classification of Land Region"	20	"Cay"	"A small insular feature usually with scant vegetation; usually of sand or coral. Often applied to smaller coral shoals. (UKHO – The Mariners Handbook)."
